,State,Area_Name,pov_all,pov_under17,median_income,no_high_school,no_bachelor,unemployment,pop,n_killed,n_injured,victims_involved,suspects_identified,teen_participants
1599,MO,Reynolds,22.0,35.0,"33,487",24.0,90.89999999999999,7.0600000000000005,6361.0,5.0,2.0,7.0,5.0,0.0
1600,MO,Ripley,28.0,38.0,"30,796",13.2,82.5,5.68,28371.6,4.0,0.0,3.0,4.0,0.0
1601,MO,St. Charles,5.0,7.0,"80,696",5.7,63.900000000000006,4.1,385115.0,0.0,2.0,7.0,0.0,0.0
1604,MO,St. Francois,16.0,20.0,"42,851",17.8,86.30000000000001,6.4,66248.0,0.0,0.0,1.0,2.0,0.0
1605,MO,St. Louis,9.0,13.0,"62,756",6.5,72.30000000000001,5.3,200294.2,10.0,24.0,39.0,11.0,3.0
1606,MO,Saline,16.0,22.0,"43,095",10.7,75.39999999999999,4.14,116252.2,2.0,0.0,2.0,2.0,0.0
1609,MO,Scott,18.0,27.0,"41,738",23.6,89.5,4.680000000000001,10584.2,4.0,6.0,11.0,17.0,2.0
1610,MO,Shannon,26.0,40.0,"29,499",18.3,85.0,8.1,8273.0,0.0,1.0,1.0,3.0,3.0
1612,MO,Stoddard,19.0,25.0,"37,694",19.6,86.5,7.0200000000000005,29633.8,0.0,2.0,2.0,1.0,0.0
1613,MO,Stone,13.0,26.0,"43,092",23.5,85.6,6.359999999999999,12443.4,16.0,10.0,21.0,30.0,7.0
1614,MO,Sullivan,17.0,23.0,"40,770",13.6,87.30000000000001,6.5200000000000005,20900.0,13.0,21.0,37.0,28.0,1.0
1615,MO,Taney,17.0,27.0,"38,268",11.8,81.60000000000001,8.4,54307.6,1.0,2.0,3.0,3.0,0.0
1616,MO,Texas,30.0,40.0,"33,879",17.9,86.5,6.880000000000001,25714.2,11.0,14.0,24.0,25.0,1.0
1617,MO,Vernon,18.0,26.0,"39,036",12.6,83.7,5.06,20664.6,10.0,3.0,14.0,22.0,3.0
1618,MO,Warren,12.0,19.0,"54,756",26.3,87.9,8.5,5409.8,14.0,12.0,26.0,25.0,0.0
1619,MO,Washington,22.0,30.0,"35,745",20.3,90.39999999999999,8.98,16745.6,15.0,25.0,45.0,53.0,9.0
1620,MO,Wayne,26.0,37.0,"30,793",17.9,86.7,7.62,29832.6,10.0,7.0,16.0,24.0,1.0
1621,MO,Webster,17.0,25.0,"46,989",22.1,90.60000000000001,8.64,2626.6,5.0,7.0,15.0,15.0,1.0
1622,MO,Worth,14.0,22.0,"41,338",22.6,89.9,6.94,20809.0,1.0,0.0,1.0,6.0,0.0
1623,MO,Wright,24.0,36.0,"32,722",10.0,83.0,4.04,12864.4,2.0,0.0,2.0,16.0,0.0
1626,MT,Beaverhead,14.0,19.0,"40,218",6.3,69.1,3.56,9360.0,2.0,4.0,4.0,2.0,0.0
1628,MT,Blaine,24.0,32.0,"36,852",10.0,58.2,3.96,21583.2,0.0,0.0,0.0,0.0,0.0
1629,MT,Broadwater,11.0,15.0,"50,791",6.4,72.7,5.279999999999999,5755.4,0.0,1.0,1.0,7.0,0.0
1630,MT,Carbon,10.0,14.0,"53,794",6.1,70.80000000000001,4.0,10466.0,1.0,0.0,0.0,1.0,0.0
1631,MT,Carter,14.0,21.0,"47,280",20.5,86.8,10.680000000000001,27385.2,2.0,0.0,1.0,1.0,0.0
1632,MT,Cascade,14.0,17.0,"45,569",8.3,74.0,4.24,81816.2,1.0,2.0,5.0,5.0,0.0
1634,MT,Custer,11.0,14.0,"48,935",8.3,70.6,4.24,4504.8,0.0,0.0,0.0,2.0,0.0
1637,MT,Deer Lodge,19.0,23.0,"38,394",10.5,84.0,4.140000000000001,9131.0,12.0,2.0,10.0,6.0,0.0
1640,MT,Flathead,12.0,16.0,"50,249",5.5,71.1,6.2,96146.8,8.0,15.0,32.0,27.0,1.0
1641,MT,Gallatin,11.0,9.0,"60,439",13.8,88.5,7.339999999999999,5226.0,1.0,2.0,2.0,7.0,2.0
1643,MT,Glacier,28.0,31.0,"37,207",10.2,81.7,9.260000000000002,13677.4,0.0,2.0,4.0,4.0,0.0
1646,MT,Hill,20.0,23.0,"41,705",9.5,76.5,4.9,16467.6,3.0,1.0,3.0,5.0,0.0
1647,MT,Jefferson,9.0,11.0,"62,734",11.0,68.6,5.779999999999999,659460.4,5.0,1.0,5.0,1.0,0.0
1649,MT,Lake,19.0,24.0,"40,888",16.3,83.80000000000001,8.04,64094.8,14.0,15.0,36.0,39.0,3.0
1652,MT,Lincoln,19.0,28.0,"37,793",20.9,92.1,6.08,13884.6,2.0,0.0,6.0,6.0,0.0
1654,MT,Madison,11.0,15.0,"51,252",9.2,59.3,5.4799999999999995,353213.4,0.0,0.0,0.0,3.0,0.0
1656,MT,Mineral,18.0,26.0,"39,933",3.4,57.5,3.8200000000000003,739.8,1.0,1.0,1.0,1.0,0.0
1657,MT,Missoula,15.0,15.0,"47,086",5.0,58.2,4.180000000000001,114230.8,27.0,19.0,64.0,91.0,6.0
1658,MT,Musselshell,17.0,26.0,"42,103",9.8,85.39999999999999,4.540000000000001,4637.4,0.0,2.0,2.0,1.0,0.0
1659,MT,Park,12.0,15.0,"45,405",3.7,69.5,3.78,16900.4,9.0,6.0,16.0,19.0,1.0
1661,MT,Phillips,16.0,21.0,"42,550",23.6,88.3,8.120000000000001,19517.8,1.0,0.0,0.0,1.0,0.0
1666,MT,Ravalli,14.0,20.0,"44,851",8.9,74.19999999999999,5.4399999999999995,41387.2,10.0,3.0,14.0,21.0,0.0
1668,MT,Roosevelt,24.0,29.0,"40,129",15.1,85.8,5.14,11217.8,0.0,0.0,1.0,1.0,0.0
1670,MT,Sanders,18.0,26.0,"38,486",11.9,83.6,8.5,11413.6,3.0,0.0,3.0,4.0,0.0
1671,MT,Sheridan,11.0,12.0,"49,112",8.6,77.19999999999999,2.4,2497.4,0.0,4.0,4.0,2.0,0.0
1672,MT,Silver Bow,16.0,20.0,"45,231",9.2,74.0,4.58,34514.0,4.0,0.0,2.0,4.0,0.0
1676,MT,Toole,17.0,18.0,"42,689",15.9,85.3,3.3,5030.8,1.0,0.0,1.0,0.0,0.0
1678,MT,Valley,13.0,16.0,"47,028",4.5,69.1,6.719999999999999,10103.6,2.0,4.0,5.0,4.0,0.0
1681,MT,Yellowstone,9.0,11.0,"57,351",6.9,70.7,3.62,156332.2,7.0,0.0,6.0,7.0,0.0
1683,NE,Adams,13.0,17.0,"48,010",17.8,77.6,4.9,487849.8,3.0,3.0,5.0,12.0,4.0
1684,NE,Antelope,11.0,17.0,"48,799",9.0,81.4,2.8,6406.0,0.0,0.0,0.0,1.0,0.0
1690,NE,Boyd,15.0,24.0,"41,461",10.8,80.9,7.839999999999999,48485.8,1.0,2.0,5.0,8.0,2.0
1691,NE,Brown,14.0,20.0,"44,709",14.1,85.7,4.119999999999999,6791.0,2.0,11.0,12.0,10.0,7.0
1692,NE,Buffalo,11.0,12.0,"57,036",6.4,66.5,2.5799999999999996,48833.6,0.0,2.0,2.0,2.0,2.0
1693,NE,Burt,11.0,15.0,"51,054",10.1,82.2,3.96,6545.8,0.0,2.0,1.0,5.0,0.0
1694,NE,Butler,9.0,11.0,"55,285",18.9,83.9,7.840000000000001,20126.0,0.0,2.0,2.0,2.0,2.0
1695,NE,Cass,8.0,10.0,"63,707",14.4,86.19999999999999,6.4,12879.8,0.0,2.0,4.0,5.0,1.0
1696,NE,Cedar,9.0,13.0,"53,864",6.6,77.9,3.6799999999999997,18367.6,1.0,1.0,2.0,12.0,0.0
1697,NE,Chase,9.0,12.0,"51,695",9.6,75.80000000000001,3.9599999999999995,2664.6,1.0,1.0,2.0,10.0,0.0
1698,NE,Cherry,12.0,18.0,"48,933",8.8,81.0,2.38,5791.6,1.0,0.0,0.0,1.0,0.0
1702,NE,Cuming,9.0,12.0,"56,419",12.3,80.1,2.84,9039.4,0.0,6.0,6.0,2.0,2.0
1703,NE,Custer,12.0,16.0,"47,199",8.3,70.6,4.24,4504.8,0.0,1.0,1.0,1.0,0.0
1704,NE,Dakota,12.0,18.0,"53,332",5.3,59.2,3.54,414655.0,1.0,1.0,3.0,7.0,0.0
1705,NE,Dawes,17.0,20.0,"44,496",5.6,65.3,3.06,8971.6,0.0,0.0,0.0,0.0,0.0
1706,NE,Dawson,13.0,17.0,"51,688",13.5,70.1,5.42,23396.6,2.0,0.0,2.0,4.0,0.0
1709,NE,Dodge,12.0,15.0,"51,704",18.5,86.5,8.52,21063.0,4.0,3.0,11.0,17.0,0.0
1710,NE,Douglas,12.0,15.0,"59,226",2.1,42.5,3.4799999999999995,320939.8,1.0,10.0,10.0,5.0,1.0
1713,NE,Franklin,13.0,22.0,"45,456",24.3,87.6,6.36,31507.4,0.0,2.0,2.0,1.0,0.0
1715,NE,Furnas,14.0,19.0,"44,219",11.8,83.2,2.92,4814.0,0.0,0.0,0.0,1.0,0.0
1716,NE,Gage,11.0,15.0,"44,166",10.7,80.0,3.9,21631.8,0.0,1.0,1.0,5.0,2.0
1717,NE,Garden,16.0,26.0,"38,701",5.6,78.0,2.7600000000000002,1913.0,2.0,1.0,2.0,2.0,0.0
1718,NE,Garfield,13.0,18.0,"44,016",13.1,70.9,4.64,57944.6,0.0,1.0,1.0,3.0,0.0
1719,NE,Gosper,10.0,17.0,"55,373",6.9,79.1,2.92,2019.4,0.0,0.0,0.0,2.0,0.0
1720,NE,Grant,10.0,11.0,"55,830",10.0,80.2,4.74,18075.8,0.0,4.0,4.0,1.0,1.0
1722,NE,Hall,13.0,17.0,"52,315",22.7,77.5,5.220000000000001,192864.6,0.0,0.0,0.0,0.0,0.0
1723,NE,Hamilton,8.0,9.0,"63,996",25.0,89.8,6.720000000000001,14238.2,2.0,11.0,14.0,15.0,3.0
1724,NE,Harlan,12.0,19.0,"45,626",28.6,87.9,13.160000000000002,27547.6,0.0,1.0,1.0,1.0,0.0
1726,NE,Hitchcock,13.0,19.0,"43,502",8.2,85.2,3.4799999999999995,2860.2,0.0,1.0,1.0,0.0,0.0
1729,NE,Howard,11.0,12.0,"54,803",20.6,84.3,4.5,13472.4,1.0,2.0,3.0,4.0,0.0
1730,NE,Jefferson,11.0,16.0,"47,750",11.0,68.6,5.779999999999999,659460.4,0.0,2.0,2.0,0.0,0.0
1732,NE,Kearney,9.0,11.0,"66,321",6.6,76.1,2.38,6546.8,3.0,15.0,16.0,66.0,10.0
1735,NE,Kimball,13.0,17.0,"45,091",11.6,84.4,3.3600000000000003,3687.6,0.0,0.0,0.0,1.0,0.0
1736,NE,Knox,13.0,19.0,"46,647",12.0,81.9,6.6,51373.8,1.0,0.0,1.0,3.0,0.0
1737,NE,Lancaster,12.0,13.0,"58,873",6.6,62.699999999999996,2.98,306357.2,0.0,2.0,2.0,2.0,0.0
1738,NE,Lincoln,9.0,14.0,"57,445",20.9,92.1,6.08,13884.6,57.0,157.0,306.0,851.0,66.0
1739,NE,Logan,10.0,16.0,"50,979",17.2,87.0,5.64,21801.6,0.0,2.0,2.0,0.0,0.0
1740,NE,Loup,16.0,26.0,"47,918",2.7,78.1,3.7600000000000002,602.8,0.0,2.0,2.0,2.0,0.0
1742,NE,Madison,14.0,17.0,"49,625",9.2,59.3,5.4799999999999995,353213.4,0.0,0.0,0.0,2.0,0.0
1743,NE,Merrick,10.0,14.0,"52,112",7.5,84.0,3.5799999999999996,7828.8,0.0,0.0,0.0,2.0,0.0
1744,NE,Morrill,17.0,23.0,"44,398",13.3,81.1,3.06,4902.6,2.0,0.0,2.0,2.0,0.0
1746,NE,Nemaha,13.0,15.0,"49,242",8.5,78.2,2.9,10094.6,0.0,2.0,2.0,2.0,0.0
1748,NE,Otoe,10.0,12.0,"55,030",8.9,79.3,3.56,15875.2,0.0,1.0,4.0,3.0,1.0
1749,NE,Pawnee,15.0,27.0,"42,389",10.7,77.6,3.7599999999999993,6776.0,0.0,1.0,1.0,1.0,0.0
1752,NE,Pierce,10.0,12.0,"55,586",18.0,87.1,6.340000000000001,19140.8,0.0,1.0,1.0,5.0,0.0
1753,NE,Platte,9.0,12.0,"59,288",4.7,59.3,4.32,96899.0,5.0,11.0,12.0,36.0,1.0
1754,NE,Polk,8.0,11.0,"53,881",15.7,87.69999999999999,5.779999999999999,20211.8,0.0,1.0,1.0,3.0,1.0
1756,NE,Richardson,12.0,19.0,"45,256",9.0,81.0,3.5200000000000005,8045.4,0.0,0.0,1.0,0.0,0.0
1757,NE,Rock,14.0,20.0,"48,802",9.9,79.4,2.4200000000000004,9433.4,0.0,0.0,0.0,0.0,0.0
1759,NE,Sarpy,6.0,6.0,"74,374",4.6,61.6,3.0799999999999996,175188.2,3.0,5.0,8.0,10.0,0.0
1760,NE,Saunders,7.0,9.0,"66,330",6.9,73.8,3.28,20952.8,1.0,0.0,3.0,9.0,0.0
1762,NE,Seward,8.0,7.0,"66,102",34.7,88.5,3.88,22948.0,0.0,9.0,9.0,10.0,3.0
1764,NE,Sherman,12.0,18.0,"43,657",8.6,81.0,3.28,5998.6,0.0,0.0,0.0,1.0,0.0
1765,NE,Sioux,16.0,25.0,"48,891",10.1,73.1,2.7399999999999998,34691.6,16.0,6.0,23.0,35.0,2.0
1766,NE,Stanton,8.0,11.0,"57,857",18.9,75.1,3.08,2107.0,0.0,0.0,0.0,2.0,0.0
1768,NE,Thomas,14.0,20.0,"49,449",18.1,80.5,7.359999999999999,44909.0,0.0,2.0,2.0,0.0,0.0
1770,NE,Valley,12.0,18.0,"43,405",4.5,69.1,6.719999999999999,10103.6,1.0,0.0,2.0,9.0,2.0
1771,NE,Washington,7.0,8.0,"70,727",20.3,90.39999999999999,8.98,16745.6,0.0,2.0,3.0,8.0,2.0
1774,NE,Wheeler,11.0,22.0,"46,838",23.4,95.1,10.760000000000002,7952.0,0.0,0.0,0.0,1.0,0.0
1775,NE,York,11.0,13.0,"53,960",7.6,70.0,4.36,201454.2,4.0,8.0,10.0,24.0,0.0
1777,NV,Churchill,14.0,21.0,"50,292",10.6,83.4,6.719999999999999,24022.2,2.0,0.0,1.0,1.0,0.0
1778,NV,Clark,15.0,21.0,"54,455",13.5,75.3,6.08,22494.8,29.0,3.0,29.0,26.0,8.0
1779,NV,Douglas,10.0,15.0,"61,988",2.1,42.5,3.4799999999999995,320939.8,3.0,6.0,8.0,3.0,2.0
1780,NV,Elko,10.0,13.0,"70,242",16.6,81.9,4.999999999999999,52376.6,16.0,9.0,38.0,60.0,2.0
1782,NV,Eureka,10.0,10.0,"67,590",8.4,83.3,5.12,1994.0,0.0,1.0,1.0,0.0,0.0
1783,NV,Humboldt,12.0,16.0,"68,999",9.7,71.8,5.9799999999999995,135490.0,1.0,0.0,0.0,1.0,0.0
1785,NV,Lincoln,14.0,18.0,"49,874",20.9,92.1,6.08,13884.6,5.0,5.0,6.0,7.0,2.0
1786,NV,Lyon,12.0,20.0,"51,344",9.4,78.8,2.24,11744.8,7.0,5.0,11.0,7.0,2.0
1787,NV,Mineral,18.0,28.0,"41,892",3.4,57.5,3.8200000000000003,739.8,0.0,2.0,2.0,2.0,0.0
1788,NV,Nye,16.0,26.0,"48,001",15.3,87.9,8.86,43296.2,1.0,5.0,11.0,19.0,1.0
1790,NV,Storey,8.0,14.0,"60,066",6.0,76.8,7.8,3891.0,2.0,0.0,6.0,4.0,0.0
1791,NV,Washoe,13.0,17.0,"58,253",13.0,71.0,6.459999999999999,445551.2,5.0,3.0,12.0,19.0,1.0
1792,NV,White Pine,15.0,20.0,"54,832",16.2,86.0,5.36,9858.0,0.0,2.0,2.0,0.0,0.0
1793,NV,Carson City,13.0,20.0,"52,253",12.7,79.0,7.459999999999999,54219.4,12.0,12.0,24.0,66.0,2.0
1795,NH,Belknap,10.0,13.0,"57,779",8.3,69.5,3.5200000000000005,60383.4,0.0,1.0,1.0,2.0,0.0
1797,NH,Cheshire,9.0,10.0,"57,286",7.3,68.5,3.4,76109.2,0.0,0.0,0.0,1.0,0.0
1798,NH,Coos,14.0,19.0,"45,127",12.1,82.2,4.6,32119.0,0.0,0.0,0.0,0.0,0.0
1799,NH,Grafton,10.0,11.0,"60,335",7.8,61.1,3.04,89280.0,0.0,0.0,0.0,2.0,0.0
1801,NH,Merrimack,7.0,8.0,"69,320",6.9,65.0,3.28,147958.4,7.0,6.0,10.0,36.0,2.0
1802,NH,Rockingham,4.0,5.0,"82,016",5.2,60.4,3.9799999999999995,302479.2,1.0,0.0,1.0,0.0,1.0
1803,NH,Strafford,8.0,9.0,"69,467",7.7,65.1,3.38,126552.2,0.0,0.0,0.0,2.0,0.0
1804,NH,Sullivan,10.0,12.0,"58,021",13.6,87.30000000000001,6.5200000000000005,20900.0,1.0,0.0,1.0,3.0,0.0
1806,NJ,Atlantic,14.0,23.0,"55,672",14.3,74.10000000000001,9.36,272926.4,108.0,340.0,467.0,634.0,85.0
1807,NJ,Bergen,7.0,8.0,"93,205",8.0,52.5,5.04,937919.6,31.0,39.0,109.0,173.0,13.0
1808,NJ,Burlington,6.0,8.0,"80,081",7.1,63.6,5.5200000000000005,449191.6,25.0,66.0,99.0,152.0,16.0
1809,NJ,Camden,12.0,16.0,"65,838",9.0,77.4,6.26,52252.2,260.0,178.0,492.0,446.0,56.0
1810,NJ,Cape May,12.0,19.0,"59,181",9.9,69.39999999999999,11.279999999999998,94548.8,2.0,3.0,3.0,13.0,1.0
1811,NJ,Cumberland,18.0,25.0,"48,867",11.2,85.3,5.54,10899.2,23.0,77.0,116.0,100.0,8.0
1812,NJ,Essex,16.0,21.0,"54,879",10.7,61.9,5.16,775860.2,336.0,377.0,737.0,577.0,73.0
1813,NJ,Gloucester,8.0,9.0,"79,332",8.0,70.0,6.42,291372.4,19.0,26.0,59.0,133.0,3.0
1814,NJ,Hudson,16.0,23.0,"63,157",16.6,61.5,5.68,679756.0,76.0,326.0,467.0,498.0,102.0
1815,NJ,Hunterdon,5.0,4.0,"113,336",5.3,50.3,4.42,125717.2,4.0,4.0,8.0,10.0,1.0
1816,NJ,Mercer,11.0,15.0,"76,988",8.1,82.5,6.42,15794.4,80.0,337.0,475.0,520.0,63.0
1817,NJ,Middlesex,9.0,11.0,"82,183",6.2,59.099999999999994,5.2,164110.2,19.0,49.0,72.0,81.0,9.0
1818,NJ,Monmouth,7.0,9.0,"89,968",7.3,56.7,5.42,627551.0,18.0,63.0,89.0,109.0,13.0
1819,NJ,Morris,5.0,6.0,"107,019",12.2,83.2,4.16,5604.6,10.0,17.0,28.0,51.0,1.0
1820,NJ,Ocean,11.0,18.0,"62,276",9.1,72.6,6.540000000000001,589698.8,14.0,73.0,101.0,133.0,29.0
1821,NJ,Passaic,17.0,27.0,"61,517",17.5,73.30000000000001,7.44,510563.4,54.0,165.0,244.0,213.0,29.0
1822,NJ,Salem,13.0,21.0,"56,071",13.4,79.7,7.7,63776.0,11.0,48.0,63.0,80.0,13.0
1823,NJ,Somerset,5.0,6.0,"104,668",12.1,84.2,6.88,50994.2,5.0,31.0,48.0,66.0,11.0
1824,NJ,Sussex,6.0,7.0,"87,549",13.8,76.1,5.34,215551.4,5.0,1.0,7.0,7.0,1.0
1825,NJ,Union,11.0,15.0,"71,801",16.3,80.9,6.540000000000001,40022.2,58.0,121.0,244.0,230.0,25.0
1826,NJ,Warren,8.0,11.0,"74,834",26.3,87.9,8.5,5409.8,9.0,4.0,10.0,8.0,1.0
1828,NM,Bernalillo,16.0,24.0,"50,599",11.9,67.2,6.0,674855.4,7.0,14.0,20.0,30.0,0.0
1830,NM,Chaves,22.0,32.0,"40,573",21.9,80.69999999999999,6.300000000000001,65453.8,8.0,6.0,14.0,12.0,1.0
1831,NM,Cibola,27.0,34.0,"36,651",19.9,87.6,8.24,27049.2,2.0,0.0,2.0,3.0,2.0
1833,NM,Curry,19.0,27.0,"43,450",16.8,80.19999999999999,5.0200000000000005,50283.2,1.0,0.0,1.0,4.0,0.0
1836,NM,Eddy,15.0,20.0,"57,287",15.5,83.1,5.160000000000001,56793.2,1.0,7.0,6.0,14.0,0.0
1837,NM,Grant,23.0,32.0,"39,750",10.0,80.2,4.74,18075.8,7.0,2.0,13.0,14.0,4.0
1840,NM,Hidalgo,27.0,38.0,"33,605",23.1,84.6,6.26,4446.4,0.0,2.0,0.0,2.0,0.0
1841,NM,Lea,18.0,25.0,"52,213",28.2,86.9,6.139999999999999,69504.8,29.0,32.0,63.0,130.0,8.0
1842,NM,Lincoln,18.0,33.0,"41,214",20.9,92.1,6.08,13884.6,0.0,0.0,4.0,2.0,0.0
1843,NM,Los Alamos,4.0,4.0,"114,670",2.8,35.4,4.0600000000000005,18031.0,0.0,0.0,2.0,10.0,0.0
1844,NM,Luna,28.0,41.0,"28,227",30.7,87.5,16.54,24318.8,12.0,20.0,20.0,36.0,2.0
1845,NM,McKinley,34.0,47.0,"31,505",26.2,89.0,9.66,72849.0,1.0,0.0,1.0,3.0,0.0
1846,NM,Mora,25.0,35.0,"34,602",12.3,86.9,9.86,4604.8,0.0,0.0,0.0,0.0,0.0
1847,NM,Otero,21.0,32.0,"41,995",14.2,82.8,6.44,18324.8,1.0,0.0,0.0,4.0,0.0
1848,NM,Quay,25.0,38.0,"28,996",16.5,84.8,6.779999999999999,8447.2,1.0,0.0,1.0,1.0,0.0
1850,NM,Roosevelt,22.0,29.0,"37,122",15.1,85.8,5.14,11217.8,0.0,1.0,0.0,1.0,0.0
1851,NM,Sandoval,15.0,19.0,"58,621",9.2,70.3,6.88,138815.2,4.0,2.0,5.0,10.0,0.0
1852,NM,San Juan,17.0,25.0,"50,847",4.6,71.6,4.720000000000001,698.8,0.0,6.0,16.0,17.0,2.0
1854,NM,Santa Fe,14.0,22.0,"57,469",11.7,59.0,5.279999999999999,147513.6,25.0,32.0,118.0,190.0,4.0
1855,NM,Sierra,27.0,45.0,"30,467",11.0,80.2,9.180000000000001,2993.2,1.0,0.0,2.0,4.0,0.0
1856,NM,Socorro,25.0,39.0,"33,239",20.3,80.4,7.32,17098.0,2.0,2.0,0.0,4.0,0.0
1857,NM,Taos,22.0,33.0,"34,075",12.3,72.0,9.1,32808.8,20.0,14.0,33.0,71.0,4.0
1858,NM,Torrance,27.0,34.0,"36,347",17.7,82.19999999999999,9.34,15533.6,4.0,2.0,10.0,7.0,0.0
1859,NM,Union,20.0,29.0,"37,787",16.3,80.9,6.540000000000001,40022.2,0.0,1.0,1.0,3.0,0.0
1860,NM,Valencia,19.0,27.0,"43,819",18.3,82.8,7.4399999999999995,75844.6,10.0,5.0,12.0,29.0,1.0
1862,NY,Albany,12.0,16.0,"61,634",7.3,60.3,4.68,308579.8,53.0,279.0,363.0,445.0,53.0
1863,NY,Allegany,18.0,26.0,"45,226",10.9,82.0,7.0200000000000005,72591.2,3.0,0.0,5.0,6.0,0.0
1864,NY,Bronx,29.0,40.0,"37,355",28.8,80.80000000000001,8.580000000000002,1455845.8,474.0,1225.0,1825.0,1605.0,219.0
1865,NY,Broome,17.0,24.0,"49,927",9.8,72.30000000000001,6.28,196124.4,0.0,0.0,0.0,3.0,0.0
1866,NY,Cattaraugus,15.0,21.0,"46,224",11.8,81.89999999999999,6.74,78174.8,1.0,0.0,2.0,7.0,1.0
1867,NY,Cayuga,13.0,19.0,"53,437",12.4,78.4,5.720000000000001,78318.8,2.0,3.0,7.0,11.0,2.0
1868,NY,Chautauqua,19.0,29.0,"42,664",12.0,81.7,5.52,3425.4,2.0,7.0,9.0,12.0,1.0
1869,NY,Chemung,15.0,23.0,"50,722",9.8,75.6,6.3,86883.0,2.0,1.0,3.0,4.0,0.0
1870,NY,Chenango,15.0,22.0,"45,193",13.1,82.60000000000001,5.8,48763.4,3.0,1.0,4.0,11.0,2.0
1871,NY,Clinton,14.0,18.0,"53,392",10.6,78.80000000000001,5.0200000000000005,37640.0,16.0,72.0,100.0,77.0,9.0
1872,NY,Columbia,13.0,19.0,"57,579",14.8,78.0,6.719999999999999,23992.0,2.0,5.0,10.0,12.0,0.0
1873,NY,Cortland,16.0,21.0,"51,810",9.6,75.2,6.36,48333.6,2.0,17.0,21.0,24.0,0.0
1874,NY,Delaware,18.0,29.0,"45,381",10.5,76.7,6.18,115938.0,2.0,7.0,9.0,14.0,0.0
1875,NY,Dutchess,9.0,11.0,"73,680",9.9,66.1,5.1,295684.8,2.0,8.0,10.0,36.0,1.0
1876,NY,Erie,14.0,20.0,"54,175",9.2,67.8,5.720000000000001,923994.6,5.0,18.0,35.0,61.0,2.0
1877,NY,Essex,13.0,18.0,"50,506",10.7,61.9,5.16,775860.2,1.0,2.0,4.0,0.0,1.0
1878,NY,Franklin,18.0,26.0,"49,062",24.3,87.6,6.36,31507.4,3.0,19.0,22.0,39.0,8.0
1879,NY,Fulton,15.0,23.0,"45,982",16.1,89.0,5.24,12092.0,7.0,33.0,44.0,64.0,6.0
1880,NY,Genesee,11.0,16.0,"54,211",10.4,80.1,7.0,410880.6,13.0,43.0,58.0,59.0,8.0
1881,NY,Greene,16.0,21.0,"49,860",23.1,90.1,10.8,8533.4,8.0,12.0,21.0,16.0,1.0
1882,NY,Hamilton,10.0,18.0,"52,134",25.0,89.8,6.720000000000001,14238.2,2.0,15.0,17.0,21.0,1.0
1883,NY,Herkimer,16.0,24.0,"49,633",9.8,78.4,6.380000000000001,62943.0,11.0,11.0,21.0,10.0,0.0
1884,NY,Jefferson,15.0,22.0,"46,206",11.0,68.6,5.779999999999999,659460.4,16.0,46.0,64.0,36.0,6.0
1885,NY,Kings,21.0,28.0,"54,793",27.1,87.2,11.04,150183.4,11.0,35.0,62.0,113.0,10.0
1886,NY,Lewis,16.0,24.0,"48,314",10.6,84.0,5.56,3824.4,0.0,9.0,9.0,23.0,4.0
1887,NY,Livingston,14.0,16.0,"54,256",11.7,84.80000000000001,5.860000000000001,36812.4,0.0,6.0,5.0,12.0,0.0
1888,NY,Madison,11.0,16.0,"57,703",9.2,59.3,5.4799999999999995,353213.4,5.0,34.0,37.0,48.0,9.0
1889,NY,Monroe,15.0,21.0,"54,684",18.0,87.7,9.76,21745.2,4.0,14.0,20.0,45.0,2.0
1890,NY,Montgomery,20.0,32.0,"42,193",14.5,68.6,6.04,227119.6,2.0,6.0,8.0,13.0,0.0
1891,NY,Nassau,6.0,8.0,"105,486",9.1,75.5,5.2,78434.6,22.0,47.0,72.0,116.0,10.0
1892,NY,New York,17.0,24.0,"77,214",13.0,39.6,5.42,1653877.0,137.0,537.0,713.0,784.0,71.0
1893,NY,Niagara,13.0,18.0,"50,328",9.1,76.5,6.7,212675.2,28.0,143.0,216.0,384.0,17.0
1894,NY,Oneida,16.0,26.0,"52,404",6.4,83.6,3.72,4284.2,4.0,10.0,14.0,27.0,4.0
1895,NY,Onondaga,15.0,20.0,"56,853",9.5,65.7,5.319999999999999,467668.8,2.0,17.0,20.0,26.0,7.0
1896,NY,Ontario,10.0,14.0,"58,320",7.4,68.0,5.0600000000000005,109490.6,5.0,6.0,14.0,26.0,1.0
1897,NY,Orange,13.0,19.0,"71,963",15.5,61.5,4.92,3155815.6,8.0,10.0,19.0,30.0,3.0
1898,NY,Orleans,15.0,22.0,"50,750",13.7,84.2,6.88,41583.6,3.0,5.0,8.0,16.0,6.0
1899,NY,Oswego,17.0,23.0,"52,621",13.5,82.0,7.6,119832.6,2.0,4.0,16.0,34.0,4.0
1901,NY,Putnam,6.0,6.0,"96,267",21.6,87.30000000000001,7.74,72434.8,1.0,3.0,3.0,18.0,7.0
1902,NY,Queens,13.0,18.0,"61,844",19.3,69.4,5.52,2339280.2,248.0,432.0,690.0,746.0,85.0
1903,NY,Rensselaer,12.0,18.0,"63,174",8.7,70.69999999999999,5.180000000000001,159799.6,0.0,3.0,2.0,11.0,1.0
1904,NY,Richmond,13.0,19.0,"75,524",16.4,78.9,7.62,201567.8,10.0,32.0,47.0,72.0,6.0
